,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,perCapInc,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,PersPerFam,PctFam2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentMedian,RentQrange,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
52,31971,2.2,1.7,91.28,5.46,5.4,11.38,22.12,10.53,17.88,100,54348,73,0.56,55.83,28,3.47,9.02,55463,30294,13326,39787,27395,28719,6.6,3.6,10.57,3.8,60.76,8.37,28.42,1.37,51.85,8.33,32.58,15.23,2.87,75.73,90.56,81.23,49.3,55.66,1.04,13.57,22.29,31.93,41.76,4.73,64.34,4.86,4.05,2.19,2.71,1.78,54.32,3.27,61.04,2,1159,92.63,1.38,31.23,1949,0.4,0.2,500001,0,902,341,29.5,24,12.9,34.82,26.78,52.74,82.67,85.41,5.9,5437.2,4.31,1087.25
53,14790,2.87,16.34,81.75,1.53,1,20.62,30.27,20.39,14.02,100,43376,76.55,0.61,65.12,33.47,2.47,12.64,18705,16183,10271,14356,4675,12395,2.9,3.26,9.16,4.65,60.44,10.93,42.35,4.23,44.99,4.4,36.71,7.76,2.99,83.94,88.68,79.48,68.29,75.55,2.22,7.16,12.29,17.41,20.7,0.74,88.61,0.8,3.36,2.5,2.71,1.8,83.68,0.56,22.15,3,135,97.45,0,42.96,1948,0.21,0,90400,36000,482,175,27.5,18.9,13.5,10.29,62.7,53.8,78.85,86.92,1.9,7812.2,5.81,237.45
54,34075,2.59,4.22,94.72,0.45,0.85,14.23,26.63,12.85,11.68,0,22439,72.65,0.66,31.66,30.89,12.41,16.99,10365,7185,10716,12381,7082,7572,16.85,9.68,30.32,10.98,55.48,26.25,20.37,22.82,17.85,13.31,24.01,15.71,3.1,70.49,77.23,76.39,58.27,66.36,2.97,0,13.67,16.02,31.64,0,97.7,0.24,4.6,2.56,2.63,2.45,63.17,1.68,40.38,3,1064,92.53,3.38,57.42,1945,12.2,0.81,34500,24000,232,99,25.6,16.3,12.9,0.75,81.01,53.95,85.45,93.41,8.3,4102.3,1.01,212.87
55,332943,2.54,19.7,76.96,1.05,3.97,14.78,28.65,14.52,12.25,100,24819,71.86,0.36,36.37,28.93,12.29,18.44,11894,7722,9450,12415,7272,7817,19.09,8.57,26.84,9.92,55.56,19.58,26.72,18.52,22.88,11.86,34.15,15.15,3.13,62.64,68.72,65.53,57.77,66.3,6,19.16,27.39,32.16,37.1,0.53,93.15,0.8,5.59,2.5,2.64,2.28,64.11,1.95,47.33,3,11242,92.09,13.37,48.67,1951,5.49,0.34,48900,34700,286,155,27.2,17,13.9,2.78,76.14,56.77,88,93.19,83.5,3988.5,3,984.96
56,1585577,2.63,39.86,53.52,2.74,5.63,13.92,28.02,14.12,13.74,100,24603,70.12,0.35,32.15,31.63,13.98,18.2,12091,9061,10146,8285,5083,6053,20.27,11.29,35.69,9.62,52.77,13.58,29.55,14.13,24.81,10.62,42.11,14.12,3.26,53.45,62.33,56.66,54.09,62.23,11.53,16.38,24.3,33.12,42.58,1.08,86.31,2.63,8.48,2.56,2.75,2.25,66.55,4.69,42.28,3,71824,89.36,21.96,59.26,1939,4.25,0.88,49400,49200,358,231,29.8,19.3,14.8,6.61,73.58,64.33,88.86,92.65,140,11326,29.31,1279.6
57,82585,2.8,2.08,92.78,4.55,1.98,14.34,28.52,15.99,12.95,100,59719,81.14,0.99,66.23,25.85,2.91,14.43,28840,20516,7731,17833,6712,18081,4.33,3.72,8.34,3.94,67.36,10.61,42.62,4.03,52.32,4.92,38.4,7.62,3.05,84.76,94.31,84.44,66.66,74.67,0.7,16.03,21.86,26.53,31.9,2.09,84.82,1.63,4.02,2.6,2.79,2.19,73.79,0.84,33.82,3,1042,96.58,0.29,38.58,1939,0.37,0.27,293400,169700,809,423,25.2,20.9,13.1,13.03,55.34,60.43,75.1,85.9,18.7,4413,12.27,256.34
58,29721,2.34,3.52,95.13,1.03,1.7,10.52,18.8,9.27,22.59,100,32704,64.97,0.48,54.7,41.16,4.52,26.5,18875,8871,22920,23131,9044,19684,6.72,4.72,15.77,4.21,51.11,8.61,27.27,7.13,37.67,8.39,22.21,11.99,2.75,76.18,86.68,78.71,62.3,70.28,1.18,6.73,7.12,9.74,13.69,0.41,91.96,0.7,2.01,2.32,2.37,2.13,78.76,1.07,43.28,3,1487,89.52,0.81,27.37,1975,1.73,0.08,91500,57900,449,241,28.3,21.8,12.7,6.05,22.65,46.85,70.75,77.44,26.1,1137.7,0.77,142.7
59,66049,2.63,26.41,72.45,0.76,0.72,17.79,29.84,18.19,14.33,100,23726,72.25,0.63,39.06,35.02,7.54,17.2,12657,7200,12833,6139,8400,7231,16.45,13.61,30.52,5.97,56.27,19.31,31.2,14.92,27.39,9.43,34.52,12.67,2.98,64,69.62,69.8,63.78,72.3,5.88,30.69,43.05,47.02,50.54,0.51,96.8,0.35,3.95,2.39,2.52,2.21,61.35,1.83,47.28,3,2090,92.33,4.31,40.48,1960,7.07,0.29,56900,42100,272,174,24.7,16.9,12.6,1.68,70.07,52.6,73.84,86.06,51.2,1290.5,3.33,753.42
60,21847,2.92,17.14,81.71,0.92,0.48,17.83,30.86,16.52,7.45,100,36770,87.63,1,42.8,18.35,3.8,14.75,14677,6592,0,15987,10491,8881,9.48,4.37,13.22,3.37,70.5,9.57,32.53,7.43,35.55,6.55,30.77,11.35,3.21,76.53,81.25,77.03,63.43,76.48,3.9,39.85,53.98,53.98,58.35,0.71,96.28,0.35,3.92,2.78,2.95,2.41,72.5,2.99,33.11,3,427,94.61,0.94,26.7,1976,2.6,0.37,73400,32100,350,121,25.6,18.1,12.3,1.78,70.21,46.9,75.27,88.08,24.7,885.5,0.24,122.69
61,26184,2.49,34.26,65.09,0.31,0.53,14.9,26.78,14.23,17.55,100,19433,70.39,0.44,31.57,39.05,8.88,15.8,10866,6284,6917,7901,7331,7658,19.89,18.33,37.36,7.46,54.48,26.9,24.72,21.73,22.1,10.91,33.31,14.14,3.03,56.04,64.92,59.42,67.84,76.59,7.89,16.48,19.78,23.08,23.08,0.11,97.25,0.44,5.24,2.36,2.37,2.36,52.36,3.97,57.54,2,994,91.36,2.41,49.4,1961,11.53,0.25,53100,40600,229,173,24.6,20.6,13.5,0.7,76.1,50.04,83.54,91.1,12.8,2042.4,0.88,1849.3
64,12727,2.49,0.11,99.03,0.34,0.34,11.95,25.43,11.89,14.93,100,23056,70.18,0.63,49.72,33.86,8.75,17.21,11034,21667,2542,479,12688,7828,11.12,15.8,25.73,6.85,55.78,29.03,26.98,20.9,22.54,7.8,32.9,12.13,3,72.22,77.26,73.78,67.23,74.49,1.89,0,0,2.47,13.58,0,96.81,0.47,3.44,2.34,2.6,1.97,65.29,1.06,51.2,2,236,95.58,2.54,39.41,1952,2.55,0.56,43600,21900,266,143,27.1,18.6,13.6,0.64,78.91,54.71,84.7,92.48,10.2,1249.9,0.19,51.91
65,33626,2.88,0.92,96.35,2.34,1.02,14.91,23.52,11.5,8.14,100,49143,88.07,0.99,64,17.53,1.98,21.15,18362,22636,4326,21070,11575,14954,3.51,3.8,11.01,3.13,69.01,18.19,30.58,8.47,44.28,5.19,23.96,6.42,3.14,89.64,96.51,89.58,57.94,69.9,0.32,15.08,21.14,27.3,30.07,0.52,95.48,0.49,3.26,2.84,2.93,2.29,88.77,0.45,16.76,3,455,96.25,0.22,51.43,1968,0.35,0.07,97100,45900,467,196,22.9,19.1,11.6,3.43,56.09,57.26,68.76,84,26.7,1260.7,0.34,94.97
66,22430,2.67,0.28,98.83,0.59,0.59,19.96,32.9,21.18,12.62,0,31235,79.04,0.93,51.45,28.59,4.67,16.39,14246,1704,5270,12691,8897,9317,8.06,6.21,16.34,6.42,63.92,19.92,27.04,13.56,28.3,8.61,35.27,11.97,2.97,74.41,80.96,82.82,66.56,75.69,1.74,7.41,21.38,26.77,30.3,0.2,95.33,0.52,2.93,2.42,2.67,2.07,64.12,1.25,48.35,3,450,94.91,0.44,25.78,1954,4.6,0.33,113000,51500,481,249,29.7,23.7,15.5,2.65,48.31,47.1,71.82,79.59,38.6,580.3,0.03,422.05
67,13352,2.82,2.55,97.01,0.28,0.36,13.91,21.82,10.96,14.84,73.6,32713,73.7,1.76,46.04,32.15,5.23,24.43,14243,12981,5114,106165,4091,5742,8.79,8.16,25.83,5.41,55.46,24.72,22.89,17.76,27.61,7.8,22.04,9.11,3.02,82.16,83.46,74.35,68.08,72.52,1.16,3.85,3.85,11.54,11.54,0.04,97.24,0.48,3.26,2.69,2.72,2.51,83.85,1.2,32.59,3,132,97.29,2.27,40.91,1957,2.3,1.35,66300,43400,248,164,24.3,16.9,12.1,0.97,79.97,63.34,91.08,95.84,36.1,369.6,0.2,452.4
68,10637,2.16,9.69,89.52,0.51,0.75,9.99,23.83,10.25,18.45,100,23773,69.21,0,43.75,35.02,8.65,19.7,13164,7680,234,9378,0,22816,12.53,9.07,21.74,6.62,55.31,12.37,35.69,9.73,34.27,9.65,35.59,12.34,2.88,63.45,70.11,66.94,55.69,64.4,2.99,0,15.57,20.9,20.9,0,93.29,0.35,3.26,2.15,2.42,1.81,62.28,0.65,56.32,2,358,93.22,5.87,53.35,1940,1.91,1.15,40900,25700,316,130,24.4,20.1,13.8,2.29,89.14,64.43,92.84,95.93,1.2,8564.4,16.83,407.12
69,165121,2.36,15.78,82.73,1.04,0.67,16.31,32.25,18.75,13.77,100,19923,72.35,0.54,34.7,30.68,9.69,15.24,12108,6838,8519,8899,5971,11800,20.8,12.59,29.21,7.11,55.4,12.82,29.18,14.23,27.6,12.18,37,15.95,2.88,62.09,75.41,64.48,59.22,65.69,4.81,36.01,44.26,55.62,61.91,0.71,96.24,0.48,3.15,2.2,2.4,2.01,54.26,2.29,59.26,2,6480,91.52,7.04,33.72,1960,6.38,0.28,49800,33700,261,156,26.5,20.4,13.6,1.98,69.57,47.86,77.77,87.92,80,2063.3,1.93,1693.42
70,10836,2.28,5.59,92.94,0.58,1.49,12.64,32.02,15.39,9.09,0,25649,84.51,0.9,30.14,19.2,2.24,7.63,13997,11547,4000,2331,0,8797,8.46,11.55,25.51,5.99,71.82,26.71,14.3,19.37,20.59,13.18,27.19,17.29,2.82,66.54,80.56,67.38,78.17,84.51,2.38,20.93,34.88,34.88,61.63,0.33,96.9,0.81,1.49,2.24,2.5,2.05,47.84,1.7,65.02,2,314,93.81,1.27,21.66,1977,6.37,0.65,80700,50300,302,117,22.5,20.8,13.1,1.59,60.31,34.76,64.31,79.22,7.5,1451,0,462.24
72,21160,2.79,11.1,83.79,4.57,2.83,11.38,23.62,10.91,12.65,100,58194,85.08,1.75,64.95,24.94,2.35,16.17,27093,18729,40576,21945,13857,17816,1.49,4.57,12.02,3.75,67.53,14.49,28.02,6.01,42.09,5,27.54,7.81,3.13,86.47,96.9,86.91,55.65,65.23,0.67,9.91,14.28,21.46,33.58,1.08,85.29,1.53,3.96,2.77,2.91,2.13,85.73,0.92,25.64,3,198,97.46,2.53,46.46,1957,0.41,0.28,206900,116200,702,195,23.5,21.1,15,10.92,58.63,70.79,81.71,90.89,9.4,2250.1,7.6,115.14
73,29208,2.6,1.41,96.54,1.4,2.1,11.37,23.38,11.09,15.64,100,45481,82.11,0.33,60.89,31.36,2.87,21.71,19668,19828,8154,15573,19962,16970,1.79,8.71,20.02,3.44,67.54,15.61,24.08,8.43,32.55,7.02,28.45,9.91,3.01,82.24,94.23,79.27,70.91,79.94,0.85,4.85,7.51,14.46,18.44,0.53,82.18,2.51,3.04,2.56,2.65,2.13,84.14,0.88,42.36,3,386,96.67,0.26,36.79,1964,0.25,0.19,165800,56100,649,217,24.7,21.5,12.8,10.94,66.78,64.52,90.85,93.45,13.7,2139.7,1.46,78.65
74,12839,2.46,7.24,91.65,0.54,0.86,14.38,25.65,12.85,16.85,0,20569,68.59,2.14,40.02,36.52,6.53,12.22,10475,5991,14440,6270,0,6043,18.27,14.83,31.36,8.52,54.24,16.5,27.13,18.42,22.34,10.07,23.84,12.38,3,71.13,74.34,75.51,73.71,76.08,2.49,12.5,23.96,23.96,23.96,0.09,97.94,0.44,3.78,2.37,2.45,2.22,67.87,1.82,55.86,2,618,89.41,0.65,53.4,1954,10.58,0.58,33200,33000,188,108,25.3,18.1,13.4,0.75,75.46,50.83,77.48,88.98,10.5,1227.9,0.55,985.03
75,75058,3.86,0.19,97.05,1.69,2.54,19.8,28.26,11.74,3.14,100,43971,90.62,0.85,45.34,10.48,2.59,9.81,12840,14276,15114,10192,13146,11001,4.21,1.05,6.93,3.56,72.82,12.64,22.87,8.39,31.54,4.95,25.12,7.77,4.1,89.17,95.53,90.14,55.28,65.64,0.43,10.21,13.27,18.06,26.99,0.3,94.69,0.55,20.44,3.85,3.94,3.21,89.44,3.24,13.73,4,687,96.58,1.31,32.31,1978,0.86,0.26,87500,40800,397,245,22.8,21.9,11.4,2.92,66.41,51.8,80.89,85.88,20.7,3625.3,2.34,131.68
78,14988,2.49,9.78,84.1,0.45,2.48,13.84,25.38,12.24,16.31,0,18357,65.73,1.51,34.3,33.51,10.04,16.92,10377,6042,8782,31548,4075,3774,23.15,13.83,33.47,9.5,51.29,16.2,30.48,17.19,24.54,11.61,22.62,14.36,2.98,68.5,77.13,69.49,60.79,69.09,2.65,14.66,17.28,22.51,32.98,0.19,96.64,0.29,3.68,2.39,2.37,2.43,65.84,2.43,51.03,2,1038,85.28,6.94,67.73,1957,13.73,0.09,38000,32700,224,124,26.9,20.9,12.6,1.27,71.55,50.54,81.53,93.34,14.2,1057.3,0,1134.5
79,405390,2.49,4.28,75.25,2.2,29.25,15.91,31.47,16.94,11.34,99.98,21748,76.14,0.59,36.28,25.85,6.58,16.38,11184,9268,6689,7745,6272,7160,20.16,9.36,21.39,8.12,58.52,9.49,28.85,10.35,26.28,11.94,36.79,16.19,3.1,65.86,74.97,68.55,61.52,68.39,4.29,18.97,28.48,35.61,44.27,2.03,72.89,4.14,6.32,2.42,2.59,2.24,55.14,7.3,62.99,2,20653,88.74,2.07,22.06,1971,6.88,0.38,66800,33400,327,146,29.6,21.7,12.5,10.71,34.8,41.54,73.61,79.3,161.9,2503.8,4.29,969.6
80,23330,2.94,7.36,88.58,2.67,3.69,17.84,34.05,18.86,6.76,64.02,41944,87.6,0.57,36.52,18.29,3.11,12.87,16302,17942,15871,16840,10114,12351,4.35,5.04,18.12,4.1,69.92,5.53,17.93,9.45,23.81,8.22,36.33,10.33,3.13,79.01,88.27,78.78,63.41,71.3,2.48,6.08,13.09,25.46,28.87,0.25,90.82,1,4.35,2.69,2.8,2.45,71.76,2.19,47.98,3,932,89.49,0.86,38.3,1982,1.68,0.42,111300,56600,619,127,24.3,23.1,12.8,4.16,62.31,40.26,66.89,88.65,93.6,249.1,1.66,251.24
81,11967,2.62,5.57,73.69,0.15,28.98,14.86,25.11,11.97,14.7,0,19157,70.65,2.29,27.47,34.87,8.36,11.19,9210,4548,6947,20000,4989,5067,23.02,19.73,41.2,8.51,53.98,16.21,25.88,19.92,17.54,9.2,21.96,11.64,3.17,75.23,77.81,67.66,59.72,65.79,1.79,2.68,9.06,20.81,23.49,0.07,75.44,1.76,6.79,2.58,2.57,2.62,65.95,6.25,54.98,2,721,86.35,4.85,55.2,1956,13.7,0.64,27200,28300,198,134,27.9,18.6,13.6,2.49,84.15,53.48,79.79,96.69,9,1329.7,0.58,934.12
82,25925,2.51,4.6,92.63,1.72,2,11.14,31.18,13.86,10.56,100,30591,81.43,0.27,48.5,22.76,4.68,18.47,15557,9962,13228,8918,9553,10589,6.68,3.63,11.2,5.12,69.93,14.9,21.93,9.61,31.3,10.7,34.38,14.26,2.99,75.93,82.78,76.76,67.76,75.1,1.69,8.98,14.14,24.64,30.47,0.36,93.41,0.8,2.87,2.39,2.44,2.35,42.77,1.7,57.38,2,1040,90.85,2.5,44.33,1950,2.85,0.36,137600,58200,497,233,26.4,23.7,13.8,4.04,32.62,39.91,59.25,64.89,16.2,1602.6,0.99,377.97
83,10466,2.76,0.89,98.1,0.64,1.08,12.65,27.85,12.66,9.99,100,37683,82.3,0.16,37.59,23.68,7.14,13.67,16907,9295,26321,10134,930,6835,8.02,3.69,14.63,7.31,65.59,11.39,22.02,11.41,29.52,10.51,36.62,14.04,3.24,70.43,89.89,69.84,50.68,65.72,2.85,3.72,8.33,15.6,23.58,0.2,91.99,1.02,7.07,2.73,2.85,2.5,69.74,1.21,37.96,3,1468,72.07,13.56,56.4,1945,1.11,1.2,152800,66300,658,333,29.4,24,12.9,5.39,78.48,59.52,74.64,92.12,3.1,3397.6,8.66,889.65
84,17118,2.29,0.59,97.87,1.37,0.55,8.93,23.8,10.63,16.44,100,34644,78.61,0.83,63.01,30.83,2.46,20.56,18380,13019,1750,57759,5100,17215,4.13,6.29,16.84,3.05,63.85,10.36,27.88,7.48,36.25,6.63,31.24,8.77,2.89,83.2,93.88,78.67,66.07,71.98,0.77,6.27,10.27,19.39,23.38,0.19,93.6,0.48,1.83,2.23,2.46,1.73,74.91,0.64,49.13,3,323,95.86,0.31,30.03,1958,0.62,0.14,69000,32800,465,188,21.6,19.7,13.6,3.07,84.64,61.22,88.89,94.24,4.1,4180.8,11.76,40.21
86,35748,2.86,12.06,82.54,2.14,6.65,16.21,26.78,12.34,6.32,100,41028,88.18,1.02,46.43,16.44,2.52,12.66,17060,12576,18319,17993,12205,11526,3.78,3.75,12.99,4.57,72.16,13.67,22.5,10.66,32.53,8.16,24.47,13.94,3.22,78.22,86.43,76.93,62.9,73.78,1.81,5.95,11.31,25.85,37.74,0.2,92.84,0.56,4.24,2.85,2.96,2.62,70.39,3.35,27.98,3,849,93.64,0.59,24.62,1975,1.87,0.18,86200,52200,456,204,26.2,19.9,11.3,3.39,63.45,52.65,83.13,91.59,11.7,3057.5,0.89,465.96
87,11290,2.46,9.4,89.79,0.46,0.42,12.46,22.35,10.15,19.43,0,23744,68.16,2.2,39.67,38.89,8.81,19.86,12249,6661,8590,21754,0,5101,14.35,15.1,30.01,4.48,55.04,21.38,28.97,18.04,24.52,9.36,21.41,11.56,2.91,71.5,79.65,78.06,65.7,77.08,2.12,17.35,21.43,21.43,21.43,0.15,97.76,0.13,3.16,2.35,2.38,2.29,68.71,1.63,51.98,2,431,91.41,1.86,50.58,1958,7.3,0.28,38300,30000,193,134,25.8,14.5,12,0.87,81.96,56.53,82.64,93.14,10.3,1098.7,0.63,150.04
88,11439,2.7,0.54,94.18,4.9,2.7,9.9,21.33,10.02,12.28,100,62420,84.14,0.96,70.06,25.1,2.04,18.5,29773,43680,7250,26588,12518,16825,2.45,4.91,9.49,2.71,69.32,12.85,24.24,4.86,43.97,4.13,26.68,7.31,3.1,90.92,93.16,88.69,56.45,66.83,0.38,11.04,14.81,24.18,28.65,1.38,85.44,1.23,3.2,2.68,2.87,2.06,81.13,0.64,25.71,3,84,98.06,1.19,38.1,1957,0.52,0.58,246400,89500,702,352,24.9,21.2,12.7,12.51,52.16,65.66,79.06,90.11,3.8,3001.1,7.98,49.56
89,40949,2.47,2.7,94.53,0.7,1.71,10.8,21.74,10.33,18.13,83.39,33411,70.54,0.81,40.18,34.53,5.68,22.03,17376,13168,15024,7154,10329,8807,6.78,2.92,11.27,7.22,57,9.39,21.91,9.22,28.85,8.97,27.98,12.63,2.89,71.82,77.79,74.63,61.24,68.72,1.87,16.17,24.91,29.46,31.8,0.89,91.53,1.06,3.41,2.4,2.47,2.23,72.88,1.46,37.53,3,6769,71.04,0.96,45.5,1973,1.71,0.3,160000,92600,575,270,31.8,26.1,14.2,5.53,67.37,52.01,78.56,89.51,62.2,658.2,1.18,1812.62
90,17790,2.66,3.01,89.39,6.45,5.78,13.83,26.56,14.04,14.38,100,46499,79.61,0.47,61.29,33.05,2.85,18.89,20579,13332,0,14364,14682,16028,3.68,7.01,16.92,4.17,62.97,15.59,22.68,8.9,35.29,5.77,35.32,8.77,3.17,84.36,90.18,90.84,57.16,69.23,1.33,16.94,22.23,30.1,34.93,2.72,80.05,3.21,5.08,2.59,2.84,2.05,74.78,2,45.19,3,536,92.58,2.99,42.16,1939,1.09,0.14,206200,60300,618,243,24.9,21.6,15.6,16.06,60.14,68.6,79.74,88.58,2.9,6118.4,18.82,129.13
91,437319,2.34,7.67,84.64,5.3,3.17,11.86,25.57,12.29,12.83,100,25592,75.66,0.75,43.45,26.59,6.9,15.46,14478,8075,8653,9400,8390,8147,14.53,5.62,17.1,6.16,62.61,15.11,26.06,14.43,29.23,14.55,35.03,17.45,2.96,66.43,76.28,67.2,61.73,70.4,3.97,22.36,29.91,38.56,50.21,1.72,90.01,2.17,5,2.27,2.47,2.05,57.6,3.49,56.17,2,11100,94.4,5.5,30.54,1947,4.47,0.64,59200,38800,340,149,25.8,20.2,14.3,7.68,47.82,46,76.24,85.35,129.1,3386.2,11.41,1841.38
92,27957,2.95,10.33,83.46,3.1,5.73,13.21,31.92,14.16,4.39,100,46674,92.92,0.47,41.6,9.66,3.24,11.41,18554,13169,31782,14049,11564,14063,3.79,6.16,15.79,3.3,77.22,6.84,18.85,10.09,32.1,9.75,29.75,12.3,3.27,81.33,88.45,79.22,65.68,74.66,2.8,12.54,28.79,41.94,58.85,0.96,89.45,2.59,6.1,2.88,2.95,2.74,67.75,3.13,32.6,3,751,92.66,1.46,21.3,1981,4.11,0.51,150700,68800,603,171,25.5,25.3,13.7,7.62,37.57,29.6,47.71,74.55,10.4,2695.4,1,301.31
93,133107,2.53,1.45,72.98,21.86,10.07,11.6,25.37,11.61,10.78,100,47204,82.7,0.67,51.28,20.54,4.3,14.75,22095,23117,21263,19955,13172,14736,5.15,3.85,12.38,3.95,67.04,25.49,18.92,6.72,37.65,9.77,32.32,13.42,3.04,79.26,92.28,78.84,57.54,66.06,1.37,22.23,32.19,43.13,51.23,4.93,72.79,5.83,4.13,2.51,2.7,2.27,60.49,6.41,52.31,2,2312,95.79,1.56,16.65,1961,1.2,0.27,340000,147300,740,325,26.9,23.1,11.2,22.17,41.72,49.81,82.48,85.95,21.3,6260.9,1.53,620.53
94,12220,4.32,0.06,98.01,0.86,2.06,21.23,28.04,12.06,3.71,100,43804,90.99,2.87,42.37,13.46,3.16,11.56,10626,0,13712,10702,2725,6068,3.21,1.7,9.1,3.21,70.81,14.63,22.76,11.33,29.15,3.1,26.33,5.09,4.5,93.07,97.66,94.24,49.8,62.54,0.44,0,0,0,4.79,0,96.76,0.84,31.58,4.32,4.38,3.72,92.3,4.84,12.48,4,56,98.06,7.14,60.71,1979,0.6,0.42,93900,40500,367,287,21.7,23.3,12.8,1.19,75.24,51.42,88.33,92.45,20.9,585.8,1.27,190.84
95,66072,2.59,3.64,82.76,6.32,24.12,11.09,27.2,12.24,10.46,100,42962,81.45,0.5,49.19,21.07,5.3,14.76,20292,12013,10809,19598,9281,9950,8.3,8.12,18.45,3.82,69.14,16.31,21.5,10.24,29.66,11.56,35,15.3,3.08,72.39,83.7,74.85,70.99,73.54,3.48,18.78,29.78,41.39,51.48,4.47,69.2,7.86,7.25,2.52,2.54,2.51,51.04,10.47,61.71,2,1354,94.96,0.59,15.81,1961,1.85,0.58,349500,167500,670,325,28.6,28.2,12,23.8,50.11,46.52,77.2,88.9,19.7,3349.1,3.85,726.59
96,13187,2.47,3.03,93.76,1.36,3.4,10.16,23.25,10.96,18.77,97.79,35855,76.78,0.32,61.86,30.74,4.14,21.23,18645,11353,0,6595,9899,9070,6.27,10.36,21.66,3.31,62.15,22.62,29.11,14.22,32.72,8.14,24.65,10.71,2.81,77.84,85.65,73.14,70.99,75.28,1.77,15.52,25.43,30.17,37.79,0.82,89.75,0.76,2.85,2.32,2.57,1.95,65.72,1.16,40.69,3,199,96.4,0.5,25.63,1961,0.41,0.09,92700,69600,458,132,25.1,20.2,11.7,5.28,74.75,49.01,82.92,89.32,6.3,2104.5,1.68,74.56
98,10205,2.46,1.06,97.38,1.04,1.79,9.62,18.03,7.64,23.89,0,26654,63.11,0.41,40.44,45.95,3.65,31.45,12165,4231,13612,17931,15112,9763,6.77,7.04,26.53,5.66,48.43,8.22,19.42,13.47,20.69,8.33,15.28,9.77,2.74,80.47,89.36,82,62.3,69.76,1.68,2.5,5.72,10.2,17.35,0.14,94.06,0.44,2.39,2.46,2.37,2.89,79.15,1.88,52.66,2,467,89.87,0.21,25.05,1984,3.16,0.2,68700,30800,449,114,25.8,22.2,11.5,5.5,22.88,32.16,52.33,71.28,13,785.2,0,339.96
99,49425,2.67,0.8,95.49,1.07,1.19,20.6,38.87,24.1,7.87,100,25456,83.71,2.25,45.03,18.9,4.64,9.83,11902,10578,6096,9944,5528,6559,14.48,7.24,14.24,5.08,66.75,6.38,35.22,11.28,30.59,6.77,43.87,9.78,3.07,75.26,83.86,78.54,73.58,77.17,1.95,33.63,42.9,48.38,54.23,0.76,94.35,0.3,3.6,2.43,2.84,2.04,56.93,1.98,57.07,2,1058,94.6,0.85,20.51,1968,2.77,0.45,64700,31000,320,157,26.1,20.5,12.1,2.25,62.7,41.07,66.59,80.46,15,3304.7,0.95,121.02
100,130474,2.66,36.14,53.85,2.41,13.22,17.06,34.55,19.17,10.81,100,25811,73.04,0.47,37.07,26.28,14.61,12.75,12968,9616,7750,11739,7014,7420,21.29,11.86,28.97,9.25,56.71,16.41,37.38,14.02,30,10.37,50.43,14.2,3.16,45.44,53.9,44.87,50.49,60.14,15.07,23.59,31.16,38.39,46.52,1.92,79.35,3.93,7.07,2.41,2.65,2.3,34.96,4.9,67.53,2,5071,90.62,10.18,32.97,1943,7.53,0.49,145000,78800,487,262,30,23.5,14.9,8.15,53.51,45.53,77.29,81.55,19.5,6679.9,9.54,2127.02
101,11218,2.66,15.59,81.67,0.71,2.79,14.22,27.88,13.45,11.26,100,18095,71.79,0.87,19.06,30.37,11.22,15.66,8262,4834,6901,6501,6046,8315,23.81,28.57,49.27,8.37,50.95,17.54,15.03,23.14,10.8,13.93,26.11,15.86,3.18,62.04,84.79,53.04,43.75,50.26,4.92,8.48,31.7,41.96,53.57,0.17,87.22,1.1,6,2.66,2.66,2.66,56.69,6.76,58.36,2,474,89.89,10.97,63.08,1959,7.66,1,49000,27000,259,134,27.3,22.5,12.9,2,88.58,54.89,93.77,97.9,3.3,3399.4,1.19,809.39
